"","INVENTORY_ID","province","notebook","class","subclass","IFN3_ID","X","Y","Forest_type","Deadwood","species_1","species_2","species_3","N","N_dead","N_alive","N_sp_1","N_sp_2","N_sp_3","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","DBHm","Dg","Do","G","G_dead","G_alive","G_sp_1","G_sp_2","G_sp_3","Hm","Ho","Fcc","slenderness","dominant_slenderness","SDI","S","S_staggered"
"501","IFN3",49,354,"A",NA,"49_354_A_1",697000,4650000,"plantation",0,21,NA,NA,700.281749604339,NA,700.281749604339,700.281749604339,NA,NA,0,509.295817894065,190.985931710274,0,0,0,0,0,0,11.5295454545455,11.81670139329,15.8875,7.67989375,NA,7.67989375,7.67989375,NA,NA,4.97727272727273,6.25,40,43.1697220579539,39.3391030684501,210.346646838421,60.4621489152506,112.532739144574
"502","IFN3",49,355,"A",NA,"49_355_A_1",698000,4650000,"plantation",0,21,NA,NA,587.104901183436,NA,587.104901183436,587.104901183436,NA,NA,0,0,572.957795130823,0,14.1471060526129,0,0,0,0,15.3454819277108,15.4472192101136,17.5612903225806,11.0028756944444,NA,11.0028756944444,11.0028756944444,NA,NA,7.43975903614458,8.33870967741936,50,48.4817555498852,47.4834680382072,271.098265490073,49.4929446421119,92.1167495504412
"503","IFN3",49,356,"A",NA,"49_356_A_1",699000,4650000,"plantation",0,21,25,NA,1301.53375684039,NA,1301.53375684039,1174.20980236687,127.323954473516,NA,0,668.45076098596,541.126806512444,63.6619772367581,28.2942121052258,0,0,0,0,12.7358695652174,13.1703481598693,19.1585714285714,17.7312694444444,NA,17.7312694444444,16.9656444444444,0.765625,NA,8.32880434782609,9.4,70,65.3964325339251,49.064201029006,465.280999834202,29.4879395876146,54.8832397302866
"504","IFN3",49,357,"A",NA,"49_357_A_4",700000,4650000,"plantation",0,21,25,NA,190.985931710274,NA,190.985931710274,63.6619772367581,127.323954473516,NA,0,127.323954473516,0,63.6619772367581,0,0,0,0,0,13.75,14.4523642817822,13.75,3.1330625,NA,3.1330625,1.9881625,1.1449,NA,5.41666666666667,5.41666666666667,30,39.3939393939394,39.3939393939394,79.2518844810312,133.587923918449,248.635142231741
"505","IFN3",49,358,"A",NA,"49_358_A_1",701000,4650000,"plantation",0,26,21,NA,396.118969473162,NA,396.118969473162,364.287980854783,31.8309886183791,NA,0,127.323954473516,254.647908947033,0,14.1471060526129,0,0,0,0,14.2098214285714,14.4934052121252,17.7483870967742,6.5351625,NA,6.5351625,6.12875625,0.40640625,NA,6.06696428571429,7.83870967741935,20,42.6955702167766,44.1657579062159,165.124104005126,64.0977227049724,119.299304413252
"506","IFN3",49,359,"A",NA,"49_359_A_4C",702000,4650000,"plantation",0,21,NA,NA,891.267681314614,NA,891.267681314614,891.267681314614,NA,NA,0,636.619772367581,254.647908947033,0,0,0,0,0,0,10.3464285714286,10.7454641593558,15.4625,8.08255,NA,8.08255,8.08255,NA,NA,5.41071428571429,6.625,20,52.2954780807732,42.8455941794665,229.842776105287,50.5603460898626,94.1034074982199
"507","IFN3",49,360,"A",NA,"49_360_A_4",703000,4650000,"plantation",0,21,26,NA,1191.89368493264,NA,1191.89368493264,891.267681314614,300.626003618025,NA,0,763.943726841098,318.309886183791,95.4929658551372,14.1471060526129,0,0,0,0,12.236350148368,12.7009284340183,20.5645161290323,15.10074375,NA,15.10074375,9.57525,5.52549375,NA,6.70919881305638,8.48387096774194,20,54.8300655972258,41.2549019607843,401.97563730106,34.1418606923063,63.5451629180944
"508","IFN3",49,361,"A",NA,"49_361_A_1",705000,4650000,"natural",0,43,NA,NA,261.579990912813,NA,261.579990912813,261.579990912813,NA,NA,0,0,0,31.8309886183791,28.2942121052258,42.4413181578388,56.5884242104517,56.5884242104517,45.8366236104659,34.1326392644673,35.008554641016,41.9682320441989,25.1792484722222,NA,25.1792484722222,25.1792484722222,NA,NA,17.5797728501893,19.8618784530387,60,51.5042880627463,47.3259832154023,449.066198622624,31.1298780943072,57.9392316356365
"509","IFN3",49,362,"A",NA,"49_362_A_1",697000,4649000,"plantation",0,21,25,NA,986.760647169751,NA,986.760647169751,541.126806512444,445.633840657307,NA,0,763.943726841098,222.816920328653,0,0,0,0,0,0,11.0241935483871,11.2154307584138,14.8125,9.74840625,NA,9.74840625,5.943975,3.80443125,NA,5.41935483870968,6.375,30,49.1587417702999,43.0379746835443,272.566652569152,49.9360171326126,92.94140037563
"510","IFN3",49,363,"A",NA,"49_363_A_1",699000,4649000,"plantation",0,21,26,NA,413.802852038928,NA,413.802852038928,381.971863420549,31.8309886183791,NA,0,381.971863420549,31.8309886183791,0,0,0,0,0,0,8.66538461538461,8.78478798833529,9.57,2.50810625,NA,2.50810625,2.05585,0.45225625,NA,3.88461538461538,4.1,20,44.8291167332446,42.8422152560084,77.2304344051701,119.900060841153,223.159158450828
"511","IFN3",49,365,"A",NA,"49_365_A_4",702000,4649000,"plantation",0,21,25,NA,795.774715459477,NA,795.774715459477,668.45076098596,127.323954473516,NA,0,509.295817894065,286.478897565412,0,0,0,0,0,0,10.616,11.0219961894386,15.825,7.592775,NA,7.592775,6.709175,0.8836,NA,5.44,6,40,51.2434061793519,37.914691943128,213.758864504393,59.0817950301839,109.963611079127
"512","IFN3",49,366,"A",NA,"49_366_A_4",703000,4649000,"plantation",0,21,26,NA,1082.25361302489,NA,1082.25361302489,923.098669932993,159.154943091895,NA,0,891.267681314614,190.985931710274,0,0,0,0,0,0,10.4441176470588,10.6726698793198,15.0875,9.682,NA,9.682,8.44859375,1.23340625,NA,5.51470588235294,6.5,30,52.8020275978598,43.0820215410108,276.066441918266,46.7651273324134,87.0397094641447
"513","IFN3",49,367,"A",NA,"49_367_A_1",704000,4649000,"plantation",0,21,26,NA,1400.56349920868,NA,1400.56349920868,1114.08460164327,286.478897565412,NA,0,1273.23954473516,95.4929658551372,31.8309886183791,0,0,0,0,0,10.3852272727273,10.5937991082262,14.8375,12.34514375,NA,12.34514375,8.9964875,3.34865625,NA,5.04545454545455,5.5,40,48.582995951417,37.0682392586352,353.034478014126,48.5831767080507,90.4234806302558
"514","IFN3",49,368,"A",NA,"49_368_A_1",679000,4648000,"natural",1,43,NA,NA,305.153077554861,291.005971502248,14.1471060526129,305.153077554861,NA,NA,0,0,0,31.8309886183791,84.8826363156775,56.5884242104517,28.2942121052258,42.4413181578388,61.1154981472878,33.336903106166,34.781366541687,45.444262295082,28.9935182222222,27.7908404444444,1.20267777777778,28.9935182222222,NA,NA,14.1657394529439,16.827868852459,60,42.4926676837112,37.0296886836694,518.424359175919,34.0182527967559,63.3151027016492
"516","IFN3",49,37,"A",NA,"49_37_A_1",676000,4658000,"natural",0,43,273,95,278.556518175948,NA,278.556518175948,105.25446903144,127.323954473516,14.1471060526129,0,0,95.4929658551372,63.6619772367581,70.7355302630646,14.1471060526129,14.1471060526129,0,20.3718327157626,22.3123412899949,23.875688508974,30.4610215053763,12.4713944444444,NA,12.4713944444444,8.15811666666667,3.22756875,0.653402777777778,11.7552056881666,15.7204301075269,50,52.6847699906676,51.6083484093015,258.725263424336,38.113507106339,70.9372298211629
"517","IFN3",49,370,"A",NA,"49_370_A_1",705000,4648000,"plantation",0,21,NA,NA,541.126806512444,NA,541.126806512444,541.126806512444,NA,NA,0,509.295817894065,31.8309886183791,0,0,0,0,0,0,10.2882352941176,10.3509306202816,11.5,4.553525,NA,4.553525,4.553525,NA,NA,5.08823529411765,5.3,50,49.4568324757004,46.0869565217391,131.415704612858,81.1100382221556,150.96279138299
"519","IFN3",49,372,"A",NA,"49_372_A_1",705000,4647000,"natural",0,45,43,54,383.528045086336,NA,383.528045086336,364.287980854783,5.09295817894065,14.1471060526129,0,127.323954473516,95.4929658551372,127.323954473516,28.2942121052258,0,0,0,5.09295817894065,15.1288085577278,16.553624897088,22.3234906695939,8.25416655555556,NA,8.25416655555556,6.74266111111111,0.844561,0.666944444444444,5.51272593139063,7.29143798024149,30,36.4385993143838,32.6626247129574,197.891369611364,70.0306650233236,130.341754313713
"522","IFN3",49,375,"A",NA,"49_375_A_1",705000,4645000,"natural",1,26,NA,NA,343.067321775863,28.2942121052258,314.773109670637,343.067321775863,NA,NA,0,127.323954473516,95.4929658551372,63.6619772367581,42.4413181578388,14.1471060526129,0,0,0,16.539175257732,17.2993117078978,22.6735294117647,8.06356111111111,1.65061388888889,6.41294722222222,8.06356111111111,NA,NA,0.927835051546392,11.25,30,5.60992333104781,49.6173303930471,189.986132002136,47.9907792104862,89.3209046507489
"526","IFN3",49,38,"A",NA,"49_38_A_1",675000,4656000,"natural",1,43,NA,NA,254.647908947033,222.816920328653,31.8309886183791,254.647908947033,NA,NA,0,31.8309886183791,222.816920328653,0,0,0,0,0,0,13.8,13.8807645682794,14.825,3.8535125,3.45975625,0.39375625,3.8535125,NA,NA,7.5,8.25,40,54.3478260869565,55.6492411467116,99.0421110133448,75.9584325645758,141.374572868747
"527","IFN3",49,380,"A",NA,"49_380_A_1",706000,4652000,"plantation",0,21,NA,NA,746.259844275331,NA,746.259844275331,746.259844275331,NA,NA,0,0,254.647908947033,350.14087480217,99.0297423682904,42.4413181578388,0,0,0,19.3331753554502,19.7335755690482,26.075,22.8239875,NA,22.8239875,22.8239875,NA,NA,11.2938388625592,12.625,50,58.4168852499203,48.418024928092,510.506929151041,28.9950309477453,53.965833379575
"528","IFN3",49,381,"A",NA,"49_381_A_1",715000,4652000,"natural",1,26,43,NA,822.371274838389,712.731202930639,109.64007190775,817.278316659448,5.09295817894065,NA,0,0,0,159.154943091895,169.765272631355,198.059484736581,183.912378683968,70.7355302630646,40.7436654315252,29.8275847238947,30.6267336565226,41.5659898477157,60.5841720277778,56.4123907777778,4.17178125,59.8497230277778,0.734449,NA,18.8679683468089,22.1979695431472,90,63.2567756372639,53.40416437687,1139.11038810049,15.7091534771399,29.2380291164141
"529","IFN3",49,382,"A",NA,"49_382_A_1",718000,4652000,"natural",0,43,NA,NA,266.81442015228,NA,266.81442015228,266.81442015228,NA,NA,0,127.323954473516,63.6619772367581,0,14.1471060526129,14.1471060526129,28.2942121052258,14.1471060526129,5.09295817894065,16.6544803817603,20.1662729432599,27.6154402102497,8.52217525,NA,8.52217525,8.52217525,NA,NA,6.32820784729586,8.14388961892247,40,37.9970296415035,29.4903487212918,188.990397010992,75.1732752414289,139.913230428586
"530","IFN3",49,384,"A",NA,"49_384_A_1",724000,4652000,"natural",0,43,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,0,31.8309886183791,0,0,0,0,0,17.6,17.6,17.6,0.7744,NA,0.7744,0.7744,NA,NA,6.5,6.5,45,36.9318181818182,36.9318181818182,18.1219215175238,272.685207831618,507.524358826739
"531","IFN3",49,386,"A",NA,"49_386_A_1",732000,4652000,"natural",0,45,NA,NA,155.618166578742,NA,155.618166578742,155.618166578742,NA,NA,0,0,63.6619772367581,63.6619772367581,14.1471060526129,14.1471060526129,0,0,0,18.5318181818182,19.0964626662541,19.8385714285714,4.4571375,NA,4.4571375,4.4571375,NA,NA,5.23863636363636,5.17142857142857,40,28.2683345597253,26.0675451861453,100.994106220185,155.009859386184,288.505856707032
"532","IFN3",49,387,"A",NA,"49_387_A_1",706000,4651000,"plantation",0,21,NA,NA,866.510245722541,NA,866.510245722541,866.510245722541,NA,NA,0,0,254.647908947033,427.949958091541,169.765272631355,14.1471060526129,0,0,0,19.4261224489796,19.8408062295043,26.03125,26.7905861111111,NA,26.7905861111111,26.7905861111111,NA,NA,9.87755102040816,10.75,80,50.8467453880741,41.296518607443,597.946998217845,31.6012807782539,58.8166108921857
"533","IFN3",49,388,"A",NA,"49_388_A_4",707000,4651000,"plantation",0,21,NA,NA,1542.03455973481,NA,1542.03455973481,1542.03455973481,NA,NA,0,159.154943091895,827.605704077856,555.273912565057,0,0,0,0,0,16.5488532110092,16.8551519360993,22.2387096774194,34.4072,NA,34.4072,34.4072,NA,NA,10.256880733945,11.7258064516129,50,61.9794048757501,52.7270089933275,819.042299100155,21.7175197468644,40.4208588081556
"534","IFN3",49,389,"A",NA,"49_389_A_1",709000,4651000,"plantation",1,21,NA,NA,1584.47587789265,1329.82796894561,254.647908947033,1584.47587789265,NA,NA,0,509.295817894065,700.281749604339,318.309886183791,56.5884242104517,0,0,0,0,14.5783482142857,15.1186401918294,22.5338235294118,28.444675,26.597425,1.84725,28.444675,NA,NA,8.48214285714286,11.5735294117647,90,58.1831544456523,51.3606996019056,706.821663544715,21.7065780624045,40.4004940387053
"535","IFN3",49,39,"A",NA,"49_39_A_1",669000,4655000,"plantation",0,21,NA,NA,442.097064144154,NA,442.097064144154,442.097064144154,NA,NA,0,127.323954473516,190.985931710274,95.4929658551372,28.2942121052258,0,0,0,0,16.1432,16.6159898892603,21.3971428571429,9.58649722222222,NA,9.58649722222222,9.58649722222222,NA,NA,7.0896,7.83428571428571,40,43.9169433569553,36.6137000934704,229.492500982397,60.70742031344,112.989240654482
"536","IFN3",49,390,"A",NA,"49_390_A_4",710000,4651000,"plantation",0,25,NA,NA,1701.1895028267,NA,1701.1895028267,1701.1895028267,NA,NA,0,763.943726841098,763.943726841098,159.154943091895,14.1471060526129,0,0,0,0,13.4383575883576,13.7833377745704,21.0064516129032,25.3834923611111,NA,25.3834923611111,25.3834923611111,NA,NA,8.02390852390852,10.6935483870968,80,59.7089969600161,50.9060196560197,654.218454716796,22.6726254709078,42.1985108636577
"537","IFN3",49,394,"A",NA,"49_394_A_1",711000,4650000,"plantation",0,21,NA,NA,1329.82796894561,NA,1329.82796894561,1329.82796894561,NA,NA,0,381.971863420549,572.957795130823,318.309886183791,56.5884242104517,0,0,0,0,15.0332446808511,15.4601959746462,22.2235294117647,24.9640666666667,NA,24.9640666666667,24.9640666666667,NA,NA,8.99601063829787,10.6764705882353,80,59.8407784166298,48.0412916887242,614.882050607775,25.6847037332494,47.8046201975195
"538","IFN3",49,395,"A",NA,"49_395_A_4",712000,4650000,"plantation",0,21,NA,NA,318.309886183791,NA,318.309886183791,318.309886183791,NA,NA,0,254.647908947033,31.8309886183791,31.8309886183791,0,0,0,0,0,11.245,11.5069218299248,12.2416666666667,3.31023125,NA,3.31023125,3.31023125,NA,NA,4.9,4.83333333333333,30,43.574922187639,39.4826412525527,91.6211776555137,115.965335511681,215.835809429152
"539","IFN3",49,396,"A",NA,"49_396_A_1",713000,4650000,"plantation",0,21,NA,NA,159.154943091895,NA,159.154943091895,159.154943091895,NA,NA,0,0,159.154943091895,0,0,0,0,0,0,15,15.0489534519846,15.3,2.8308875,NA,2.8308875,2.8308875,NA,NA,4.9,5,30,32.6666666666667,32.6797385620915,70.4732057319692,158.53309190424,295.063331309132
"540","IFN3",49,397,"A",NA,"49_397_A_1",716000,4650000,"natural",0,43,NA,NA,74.2723067762178,NA,74.2723067762178,74.2723067762178,NA,NA,0,0,0,31.8309886183791,14.1471060526129,28.2942121052258,0,0,0,23.4785714285714,23.9501391784404,23.4785714285714,3.34605347222222,NA,3.34605347222222,3.34605347222222,NA,NA,9.66666666666667,9.66666666666667,35,41.1722948990975,41.1722948990975,69.3302243113886,120.035526171288,223.411287839756
"542","IFN3",49,399,"A",NA,"49_399_A_1",706000,4649000,"natural",0,26,NA,NA,668.45076098596,NA,668.45076098596,668.45076098596,NA,NA,0,0,31.8309886183791,127.323954473516,282.942121052258,155.618166578742,56.5884242104517,14.1471060526129,0,25.8513227513228,26.3645239231267,34.04375,36.4921263888889,NA,36.4921263888889,36.4921263888889,NA,NA,12.2513227513228,13,99,47.3914734235248,38.1861575178998,727.968691136419,29.7523953757894,55.3754474132729
"543","IFN3",49,40,"A",NA,"49_40_A_1",670000,4654000,"plantation",0,21,26,NA,746.259844275331,NA,746.259844275331,682.597867038573,63.6619772367581,NA,0,127.323954473516,350.14087480217,254.647908947033,14.1471060526129,0,0,0,0,16.5092417061611,16.7694002385354,21.1209677419355,16.48219375,NA,16.48219375,14.75028125,1.7319125,NA,9.39715639810426,10.1645161290323,70,56.9205816073146,48.1252386407025,393.139784513087,36.0137424220051,67.0291273847387
"544","IFN3",49,400,"A",NA,"49_400_A_4",707000,4649000,"plantation",0,21,NA,NA,1223.72467355102,NA,1223.72467355102,1223.72467355102,NA,NA,0,763.943726841098,445.633840657307,0,14.1471060526129,0,0,0,0,12.0445086705202,12.2166917700116,16.5032258064516,14.3443486111111,NA,14.3443486111111,14.3443486111111,NA,NA,6.89306358381503,7.98387096774193,60,57.2299275327542,48.3776387802971,387.748884860914,35.805078665948,66.6407603741283
"545","IFN3",49,401,"A",NA,"49_401_A_1",708000,4649000,"plantation",0,21,43,NA,1517.27712414274,NA,1517.27712414274,1389.95316966922,127.323954473516,NA,0,381.971863420549,445.633840657307,477.464829275686,183.912378683968,28.2942121052258,0,0,0,16.6060606060606,17.4901624030705,26.88125,36.4537722222222,NA,36.4537722222222,35.5888722222222,0.8649,NA,10.1841491841492,11.4375,80,61.3279056709714,42.5482445942804,855.17562298149,22.4458697218914,41.7764708599297
"546","IFN3",49,402,"A",NA,"49_402_A_4C",712000,4649000,"plantation",0,21,NA,NA,63.6619772367581,NA,63.6619772367581,63.6619772367581,NA,NA,0,0,63.6619772367581,0,0,0,0,0,0,15.2,15.3656272244253,15.2,1.1805125,NA,1.1805125,1.1805125,NA,NA,5.75,5.75,5,37.828947368421,37.828947368421,29.1473871194415,217.96767605487,405.683556927708
"547","IFN3",49,404,"A",NA,"49_404_A_1",720000,4649000,"natural",0,43,NA,NA,509.295817894065,NA,509.295817894065,509.295817894065,NA,NA,0,509.295817894065,0,0,0,0,0,0,0,9.225,9.32664194659579,11.6,3.47945,NA,3.47945,3.47945,NA,NA,5.875,6.5,25,63.6856368563686,56.0344827586207,104.637055373071,68.1713019579045,126.881089706685
"548","IFN3",49,406,"A",NA,"49_406_A_1",720000,4648000,"natural",1,43,NA,NA,714.428855656952,396.118969473162,318.309886183791,714.428855656952,NA,NA,0,541.126806512444,127.323954473516,31.8309886183791,14.1471060526129,0,0,0,0,11.6787128712871,12.1675452913002,17.9338709677419,8.30720277777778,4.79166527777778,3.5155375,8.30720277777778,NA,NA,4.45544554455446,9,20,38.1501420033063,50.1843690979404,224.913768643832,41.5698059214957,77.3701267649503
"549","IFN3",49,407,"A",NA,"49_407_A_4",723000,4648000,"natural",0,43,NA,NA,127.323954473516,NA,127.323954473516,127.323954473516,NA,NA,0,127.323954473516,0,0,0,0,0,0,0,8.75,8.75,8.75,0.765625,NA,0.765625,0.765625,NA,NA,4.5,4.5,35,51.4285714285714,51.4285714285714,23.6123564036289,196.93931676728,366.545370263756
"552","IFN3",49,41,"A",NA,"49_41_A_4C",670000,4653000,"plantation",0,21,NA,NA,604.788783749202,NA,604.788783749202,604.788783749202,NA,NA,0,254.647908947033,318.309886183791,31.8309886183791,0,0,0,0,0,13.7763157894737,13.9034972881684,16.8375,9.18209375,NA,9.18209375,9.18209375,NA,NA,5.85263157894737,6.325,30,42.4832855778414,37.5649591685226,235.843616063087,64.2891384912557,119.655569334901
"554","IFN3",49,412,"A",NA,"49_412_A_4C",716000,4646000,"plantation",0,21,NA,NA,1687.04239677409,NA,1687.04239677409,1687.04239677409,NA,NA,0,1527.8874536822,159.154943091895,0,0,0,0,0,0,9.16698113207547,9.31082500448542,13.925,11.48661875,NA,11.48661875,11.48661875,NA,NA,5.42452830188679,6.75,60,59.1746423793352,48.4739676840216,345.667291393237,36.0689274864307,67.1318383629474
"556","IFN3",49,414,"A",NA,"49_414_A_1",710000,4645000,"plantation",1,21,NA,NA,954.929658551372,NA,954.929658551372,954.929658551372,NA,NA,0,636.619772367581,286.478897565412,31.8309886183791,0,0,0,0,0,11.7066666666667,12.0452065154567,16.9,10.881525,NA,10.881525,10.881525,NA,NA,0,NA,60,0,NA,295.790716909608,NA,NA
"558","IFN3",49,415,"A",NA,"49_415_A_3E",713000,4645000,"plantation",0,21,NA,NA,1191.89368493264,NA,1191.89368493264,1191.89368493264,NA,NA,0,127.323954473516,413.802852038928,396.118969473162,226.353696841807,28.2942121052258,0,0,0,18.3842729970326,19.0157193290807,26.975,33.8495513888889,NA,33.8495513888889,33.8495513888889,NA,NA,14.1008902077151,15.1875,0,76.7008312484868,56.3021316033364,768.280450531157,19.0719434213759,35.4968864409055
"561","IFN3",49,418,"A",NA,"49_418_A_1",722000,4645000,"plantation",1,26,NA,NA,807.092400301567,647.937457209672,159.154943091895,807.092400301567,NA,NA,0,127.323954473516,31.8309886183791,127.323954473516,169.765272631355,113.176848420903,141.471060526129,70.7355302630646,25.4647908947033,26.2742418930762,27.9133400000104,40.5138461538462,49.3897411944444,47.4164599444444,1.97328125,49.3897411944444,NA,NA,12.6140227870289,17.1641025641026,90,48.0090837191879,42.3660160502266,963.290976155684,20.5077148442293,38.1691581662401
"562","IFN3",49,419,"A",NA,"49_419_A_3C",727000,4645000,"natural",1,26,NA,NA,1219.76348385629,1156.10150661953,63.6619772367581,1219.76348385629,NA,NA,0,0,31.8309886183791,286.478897565412,226.353696841807,424.413181578388,183.912378683968,61.6813823893923,5.09295817894065,27.9478833217351,28.6226972850642,38.9836787564767,78.4849930277778,76.9118367777778,1.57315625,78.4849930277778,NA,NA,13.7763279981443,15.7927461139896,NA,49.2929208253507,40.5111744652007,1515.66198684261,18.1302808845929,33.7442549761761
"564","IFN3",49,42,"A",NA,"49_42_A_3C",671000,4653000,"plantation",0,26,21,NA,152.081390065589,NA,152.081390065589,88.4194128288307,63.6619772367581,NA,0,0,63.6619772367581,31.8309886183791,14.1471060526129,42.4413181578388,0,0,0,22.0813953488372,22.8196697079821,23.7970588235294,6.21991805555556,NA,6.21991805555556,4.41796180555555,1.80195625,NA,7.15581395348837,7.03823529411765,NA,32.4065297525013,29.5760721789643,131.361734105931,115.212123614076,214.433924125461
"566","IFN3",49,420,"A",NA,"49_420_A_4",728000,4645000,"natural",1,21,26,NA,1595.08620743211,1563.25521881373,31.8309886183791,1580.93910137949,14.1471060526129,NA,0,127.323954473516,636.619772367581,604.788783749202,212.206590789194,14.1471060526129,0,0,0,17.7238359201774,18.2427224805764,25.9125,41.6920590277778,41.2728027777778,0.41925625,40.96388125,0.728177777777778,NA,12.0121951219512,13.5,70,67.7742401591303,52.0984081041968,961.920845650653,18.5470204846549,34.519894769772
"571","IFN3",49,426,"A",NA,"49_426_A_4",712000,4644000,"natural",0,26,NA,NA,127.323954473516,NA,127.323954473516,127.323954473516,NA,NA,0,127.323954473516,0,0,0,0,0,0,0,11.5,11.5,11.5,1.3225,NA,1.3225,1.3225,NA,NA,4.5,4.5,90,39.1304347826087,39.1304347826087,36.6130946635473,196.93931676728,366.545370263756
"574","IFN3",49,429,"A",NA,"49_429_A_4",716000,4644000,"plantation",0,26,NA,NA,435.023511117847,NA,435.023511117847,435.023511117847,NA,NA,0,0,31.8309886183791,190.985931710274,127.323954473516,70.7355302630646,14.1471060526129,0,0,23.3113821138211,23.8097378794093,29.78125,19.3692069444444,NA,19.3692069444444,19.3692069444444,NA,NA,10.4878048780488,11.5,90,44.9900603355073,38.6149003147954,402.263077036881,41.6913343359355,77.5963166309435
"577","IFN3",49,432,"A",NA,"49_432_A_1",722000,4644000,"natural",0,26,25,21,489.206927299355,NA,489.206927299355,404.748704165256,56.1640110288733,28.2942121052258,0,0,0,63.6619772367581,84.8826363156775,141.471060526129,141.471060526129,42.4413181578388,15.278874536822,30.994042799306,31.5948716380209,39.5090395480226,38.3544421111111,NA,38.3544421111111,33.2374167777778,3.62881144444444,1.48821388888889,15.6124927703875,16.7203389830508,80,50.3725598866925,42.320287140181,712.333746970213,27.0401205217591,50.3273350965109
"578","IFN3",49,433,"A",NA,"49_433_A_1",723000,4644000,"plantation",1,21,26,NA,2786.97989236474,2532.33198341771,254.647908947033,2447.44934710204,339.53054526271,NA,0,636.619772367581,1018.59163578813,919.56189341984,198.059484736581,14.1471060526129,0,0,0,16.5452411167513,17.1164940526623,26.3,64.1288340277778,62.3383340277778,1.7905,57.8304284722222,6.29840555555556,NA,13.3597715736041,15.25,95,80.7469137459588,57.9847908745247,1517.29804114968,12.4211909623011,23.118441330705
"579","IFN3",49,434,"A",NA,"49_434_A_1",724000,4644000,"plantation",0,21,26,NA,1152.98914328795,NA,1152.98914328795,1057.49617743282,95.4929658551372,NA,0,636.619772367581,286.478897565412,159.154943091895,56.5884242104517,14.1471060526129,0,0,0,13.645245398773,14.4870147589407,25.001724137931,19.0052201388889,NA,19.0052201388889,16.9837326388889,2.0214875,NA,8.11042944785276,10.4827586206897,90,59.4377690604381,41.9281428866975,480.289002737707,28.0938853222996,52.2886123839782
"581","IFN3",49,436,"A",NA,"49_436_A_1",730000,4644000,"natural",1,21,26,NA,1690.57917328724,1658.74818466886,31.8309886183791,1676.43206723463,14.1471060526129,NA,0,127.323954473516,604.788783749202,604.788783749202,268.795014999645,84.8826363156775,0,0,0,18.3521966527197,19.0454984028832,28.125,48.1626173611111,47.7657173611111,0.3969,47.23460625,0.928011111111111,NA,11.9518828451883,13.25,90,65.1250805086436,47.1111111111111,1092.46745949591,18.3555061451525,34.1634464199146
"582","IFN3",49,437,"A",NA,"49_437_A_1",731000,4644000,"plantation",0,21,NA,NA,1099.93749559065,NA,1099.93749559065,1099.93749559065,NA,NA,0,0,254.647908947033,350.14087480217,339.53054526271,155.618166578742,0,0,0,22.3508038585209,22.8083913733915,30.475,44.9414625,NA,44.9414625,44.9414625,NA,NA,18.8311897106109,19.875,99,84.2528520665794,65.2173913043478,949.327838860658,15.170813142659,28.236064854177
"589","IFN3",49,445,"A",NA,"49_445_A_1",712000,4643000,"natural",1,43,NA,NA,159.154943091895,NA,159.154943091895,159.154943091895,NA,NA,0,127.323954473516,31.8309886183791,0,0,0,0,0,0,10.28,10.4843693181803,10.28,1.374025,NA,1.374025,1.374025,NA,NA,0,NA,NA,0,NA,39.4545256721699,NA,NA
"590","IFN3",49,446,"A",NA,"49_446_A_1",715000,4643000,"natural",1,26,21,NA,604.788783749202,127.323954473516,477.464829275686,572.957795130823,31.8309886183791,NA,0,381.971863420549,222.816920328653,0,0,0,0,0,0,12.2263157894737,12.3712846629009,15.0125,7.2698125,0.912025,6.3577875,6.6614125,0.6084,NA,0.947368421052632,NA,70,7.74860094705123,NA,195.540070994907,NA,NA
"591","IFN3",49,447,"A",NA,"49_447_A_4",717000,4643000,"plantation",0,21,NA,NA,14.1471060526129,NA,14.1471060526129,14.1471060526129,NA,NA,0,0,0,0,14.1471060526129,0,0,0,0,22.9,22.9,22.9,0.582677777777778,NA,0.582677777777778,0.582677777777778,NA,NA,8,8,60,34.9344978165939,34.9344978165939,12.2888104209709,332.335097044784,618.545312320088
"592","IFN3",49,448,"A",NA,"49_448_A_1",721000,4643000,"natural",1,26,NA,NA,1094.70306635119,705.657649904332,389.045416446855,1094.70306635119,NA,NA,0,127.323954473516,127.323954473516,63.6619772367581,56.5884242104517,127.323954473516,396.118969473162,155.618166578742,40.7436654315252,28.6067653140346,30.4762628066944,42.1451776649746,79.8563830833333,70.3465532222222,9.50982986111111,79.8563830833333,NA,NA,11.2018609459809,17.8680203045685,90,39.15808314226,42.3963577674463,1504.39251923971,16.9151321623504,31.4826083652749
"593","IFN3",49,449,"A",NA,"49_449_A_1",723000,4643000,"plantation",0,25,21,43,1428.8577113139,NA,1428.8577113139,463.317723223073,378.435086907396,587.104901183436,0,509.295817894065,445.633840657307,318.309886183791,155.618166578742,0,0,0,0,15.147400990099,16.0196215159676,24.6125,28.7993951388889,NA,28.7993951388889,13.7076381944444,8.93597569444444,6.15578125,9.93193069306931,12.375,75,65.5685467068657,50.2793296089385,699.458789715978,21.3776666615988,39.7883209430976
