"","INVENTORY_ID","province","notebook","class","subclass","IFN3_ID","X","Y","Forest_type","Deadwood","species_1","species_2","species_3","N","N_dead","N_alive","N_sp_1","N_sp_2","N_sp_3","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","DBHm","Dg","Do","G","G_dead","G_alive","G_sp_1","G_sp_2","G_sp_3","Hm","Ho","Fcc","slenderness","dominant_slenderness","SDI","S","S_staggered"
"267","IFN3",49,211,"A",NA,"49_211_A_1",732000,4657000,"plantation",0,26,NA,NA,28.2942121052258,NA,28.2942121052258,28.2942121052258,NA,NA,0,0,0,0,0,14.1471060526129,14.1471060526129,0,0,31.15,31.2109756335812,31.15,2.16472222222222,NA,2.16472222222222,2.16472222222222,NA,NA,7.75,7.75,20,24.8796147672552,24.8796147672552,40.3986803722431,242.576929803,451.486539161481
"268","IFN3",49,2110,"N",NA,"49_2110_N_N",724000,4632000,"natural",0,45,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,31.8309886183791,0,0,0,0,0,0,17.45,17.45,17.45,0.76125625,NA,0.76125625,0.76125625,NA,NA,3.5,3.5,55,20.0573065902579,20.0573065902579,17.8746719739853,506.415385973005,942.545237821087
"269","IFN3",49,2111,"N",NA,"49_2111_N_N",732000,4632000,"natural",0,45,NA,NA,350.14087480217,NA,350.14087480217,350.14087480217,NA,NA,0,127.323954473516,159.154943091895,63.6619772367581,0,0,0,0,0,12.9636363636364,13.7198098317062,17.7125,5.1764125,NA,5.1764125,5.1764125,NA,NA,4.77272727272727,5.25,75,36.8162692847125,29.6400846859562,133.657331399223,101.793322626392,189.458721320536
"270","IFN3",49,2112,"N",NA,"49_2112_N_N",729000,4631000,"natural",0,54,58,55,894.380044646189,NA,894.380044646189,824.068927564703,38.4801284631071,31.8309886183791,0,381.971863420549,127.323954473516,190.985931710274,56.5884242104517,70.7355302630646,14.1471060526129,42.4413181578388,10.1859163578813,17.5821021828535,19.9844414233543,37.4712435233161,28.0540786388889,NA,28.0540786388889,22.5737298611111,5.08344877777778,0.3969,13.6651376146789,21.1347150259067,65,77.7218643855082,56.4024917207669,624.36574668642,15.8213141249863,29.4467836041859
"271","IFN3",49,2113,"N",NA,"49_2113_N_N",709000,4630000,"natural",1,58,55,54,726.453895801673,680.475801130681,45.978094670992,304.021309070652,389.045416446855,33.3871702841665,0,254.647908947033,63.6619772367581,159.154943091895,42.4413181578388,56.5884242104517,14.1471060526129,84.8826363156775,50.9295817894065,21.7485491723466,25.2665799104273,44.755,36.4242701111111,34.8311451111111,1.593125,23.1864663888889,9.04037916666667,4.19742455555556,15.6374878286271,27.5473684210526,60,71.9012919193258,61.5514879254891,738.926787827808,13.4683952862039,25.0675081952983
"272","IFN3",49,2114,"N",NA,"49_2114_N_N",713000,4627000,"natural",1,43,NA,NA,19.2400642315536,14.1471060526129,5.09295817894065,19.2400642315536,NA,NA,0,0,0,0,0,0,0,14.1471060526129,5.09295817894065,41.5764705882353,41.5840537876211,41.5764705882353,2.613064,1.8769,0.736164,2.613064,NA,NA,11.3970588235294,11.3970588235294,55,27.4122807017544,27.4122807017544,43.5401936226021,200.034060783162,372.305337901471
"273","IFN3",49,2115,"N",NA,"49_2115_N_N",711000,4623000,"natural",0,54,72,58,228.617233810225,NA,228.617233810225,194.098295041849,20.3718327157626,14.1471060526129,0,0,0,0,70.7355302630646,84.8826363156775,42.4413181578388,0,30.5577490736439,32.2846534653465,33.570142689569,39.0810055865922,20.2350937777778,NA,20.2350937777778,13.9944957777778,4.848198,1.3924,16.6608910891089,18.0502793296089,75,51.6062255616039,46.1868343935387,366.918929018604,36.6405167624373,68.1956858782722
"274","IFN3",49,2116,"N",NA,"49_2116_N_N",734000,4622000,"natural",0,72,NA,NA,106.386237515649,NA,106.386237515649,106.386237515649,NA,NA,0,0,0,0,14.1471060526129,14.1471060526129,28.2942121052258,14.1471060526129,35.6507072525846,37.2909574468085,38.0225923181961,37.2909574468085,12.0797731111111,NA,12.0797731111111,12.0797731111111,NA,NA,10.3696808510638,10.3696808510638,70,27.8074942587759,27.8074942587759,208.525274384,93.4957532466705,174.015204553525
"276","IFN3",49,2118,"N",NA,"49_2118_N_N",730000,4617000,"natural",0,43,NA,NA,413.802852038928,NA,413.802852038928,413.802852038928,NA,NA,0,381.971863420549,31.8309886183791,0,0,0,0,0,0,9.80384615384615,9.99142901922212,12.17,3.24443125,NA,3.24443125,3.24443125,NA,NA,5.23076923076923,6,40,53.3542565712044,49.3015612161052,94.9515537177087,81.9317082414544,152.492091608066
"277","IFN3",49,2119,"N",NA,"49_2119_N_N",259000,4633000,"natural",0,45,NA,NA,51.0710528499326,NA,51.0710528499326,51.0710528499326,NA,NA,0,0,0,31.8309886183791,14.1471060526129,0,0,0,5.09295817894065,24.8986149584488,25.7397727316503,24.8986149584488,2.65750511111111,NA,2.65750511111111,2.65750511111111,NA,NA,5.23822714681441,5.23822714681441,70,21.0382270481955,21.0382270481955,53.518219140342,267.133446593375,497.191366856972
"279","IFN3",49,2120,"N",NA,"49_2120_N_N",255000,4631000,"other",0,45,NA,NA,5.09295817894065,NA,5.09295817894065,5.09295817894065,NA,NA,0,0,0,0,0,0,0,0,5.09295817894065,66.8,66.8,66.8,1.784896,NA,1.784896,1.784896,NA,NA,8,8,40,11.9760479041916,11.9760479041916,24.6628134722089,553.891828407974,1030.90885386681
"280","IFN3",49,2121,"N",NA,"49_2121_N_N",254000,4627000,"natural",0,45,NA,NA,63.6619772367581,NA,63.6619772367581,63.6619772367581,NA,NA,0,0,63.6619772367581,0,0,0,0,0,0,13.65,13.6503662954516,13.65,0.9316625,NA,0.9316625,0.9316625,NA,NA,5.25,5.25,40,38.4615384615385,38.4615384615385,24.1042164910903,238.72650234581,444.320086158918
"281","IFN3",49,2122,"N",NA,"49_2122_N_N",743000,4626000,"natural",0,43,NA,NA,537.590029999291,NA,537.590029999291,537.590029999291,NA,NA,0,381.971863420549,127.323954473516,0,14.1471060526129,14.1471060526129,0,0,0,11.7947368421053,12.3389520155524,16.0971428571429,6.42832222222222,NA,6.42832222222222,6.42832222222222,NA,NA,7.85197368421053,10.3142857142857,50,66.5718429272646,64.0752573659922,173.084877000549,41.8153021761378,77.8270467798728
"282","IFN3",49,2123,"N",NA,"49_2123_N_N",735000,4624000,"natural",0,54,NA,NA,82.9020414683117,NA,82.9020414683117,82.9020414683117,NA,NA,0,0,0,63.6619772367581,14.1471060526129,0,0,0,5.09295817894065,21.6691126279863,22.5115209411831,21.6691126279863,3.2996265,NA,3.2996265,3.2996265,NA,NA,9.72269624573379,9.72269624573379,60,44.8689173970909,44.8689173970909,70.0617976866985,112.961556930817,210.245147543113
"283","IFN3",49,2124,"N",NA,"49_2124_N_N",746000,4624000,"natural",0,43,NA,NA,422.432586731022,NA,422.432586731022,422.432586731022,NA,NA,0,127.323954473516,63.6619772367581,127.323954473516,28.2942121052258,14.1471060526129,42.4413181578388,14.1471060526129,5.09295817894065,18.7726222371065,20.928729388838,31.8190217391304,14.5322553055556,NA,14.5322553055556,14.5322553055556,NA,NA,11.3149698593436,16.4048913043478,60,60.2737844315543,51.5568688404188,317.582083108493,29.658414911771,55.2005300603205
"284","IFN3",49,2125,"N",NA,"49_2125_N_N",738000,4622000,"natural",0,58,54,NA,379.991268573183,NA,379.991268573183,231.446655020747,148.544613552436,NA,0,0,63.6619772367581,0,42.4413181578388,56.5884242104517,127.323954473516,84.8826363156775,5.09295817894065,31.4015450483991,32.5127405149581,40.1029891304348,31.5479144722222,NA,31.5479144722222,22.4215721111111,9.12634236111111,NA,16.6967609828742,19.8505434782609,30,53.1717816978098,49.4989124468929,579.329836759274,25.8428727805208,48.09900596542
"285","IFN3",49,2126,"N",NA,"49_2126_N_N",739000,4622000,"natural",0,54,58,55,57.2957795130823,NA,57.2957795130823,20.3718327157626,5.09295817894065,31.8309886183791,0,0,0,31.8309886183791,0,0,0,0,25.4647908947033,32.4922222222222,36.0643198558723,32.4922222222222,5.85285825,NA,5.85285825,3.976538,1.016064,0.86025625,13.3222222222222,13.3222222222222,30,41.0012652600622,41.0012652600622,103.166500960828,99.1658206240036,184.56838905909
"286","IFN3",49,2127,"N",NA,"49_2127_N_N",252000,4620000,"natural",0,45,NA,NA,381.971863420549,NA,381.971863420549,381.971863420549,NA,NA,0,381.971863420549,0,0,0,0,0,0,0,9.16666666666667,9.30250862223017,11.4,2.5961,NA,2.5961,2.5961,NA,NA,4.66666666666667,5.5,15,50.9090909090909,48.2456140350877,78.1521247447637,93.0297007224081,173.147783066174
"287","IFN3",49,2128,"N",NA,"49_2128_N_N",267000,4634000,"natural",0,45,NA,NA,56.5884242104517,NA,56.5884242104517,56.5884242104517,NA,NA,0,0,0,0,14.1471060526129,0,0,42.4413181578388,0,37.0375,37.588237854414,37.0375,6.27944722222222,NA,6.27944722222222,6.27944722222222,NA,NA,6.625,6.625,50,17.8872764090449,17.8872764090449,108.891076835955,200.6551529327,373.461320646091
"288","IFN3",49,2129,"N",NA,"49_2129_N_N",268000,4632000,"plantation",0,258,NA,NA,350.14087480217,NA,350.14087480217,350.14087480217,NA,NA,0,0,95.4929658551372,254.647908947033,0,0,0,0,0,18.2363636363636,18.2682909585285,19.4375,9.1775875,NA,9.1775875,9.1775875,NA,NA,14.7272727272727,15.375,40,80.7577268195414,79.0996784565916,211.628551849486,34.7586955309631,64.6932219143293
"289","IFN3",49,213,"A",NA,"49_213_A_1",712000,4656000,"natural",0,43,395,17,140.197820981394,NA,140.197820981394,25.4647908947033,95.4929658551372,5.09295817894065,0,0,31.8309886183791,63.6619772367581,14.1471060526129,0,0,0,30.5577490736439,25.9283047426842,30.2941143254739,29.5789164490862,10.1052640277778,NA,10.1052640277778,6.249456,2.33610625,0.937024,12.6309788092836,14.5787206266319,20,48.7150198774467,49.2875411840256,190.821610604431,57.9308571688302,107.821474346526
"291","IFN3",49,2131,"N",NA,"49_2131_N_N",263000,4619000,"other",0,45,NA,NA,5.09295817894065,NA,5.09295817894065,5.09295817894065,NA,NA,0,0,0,0,0,0,0,0,5.09295817894065,58.55,58.55,58.55,1.371241,NA,1.371241,1.371241,NA,NA,12.5,12.5,10,21.3492741246798,21.3492741246798,19.9598406422672,354.490770181103,659.781666474761
"292","IFN3",49,2132,"N",NA,"49_2132_N_N",303000,4634000,"natural",0,23,45,NA,535.185021970347,NA,535.185021970347,57.7201926946607,477.464829275686,NA,0,381.971863420549,95.4929658551372,0,0,14.1471060526129,0,28.2942121052258,15.278874536822,14.5558815754692,17.3476714193673,27.1502331002331,12.6495829444444,NA,12.6495829444444,7.65129544444444,4.9982875,NA,5.37219138250066,7.55885780885781,40,36.9073584079877,27.8408578701776,297.709259641357,57.1862803388241,106.435660714569
"294","IFN3",49,2134,"N",NA,"49_2134_N_N",731000,4599000,"natural",0,45,NA,NA,65.2181589025456,NA,65.2181589025456,65.2181589025456,NA,NA,0,0,0,31.8309886183791,0,14.1471060526129,14.1471060526129,0,5.09295817894065,28.2359002169197,29.2387161430179,28.2359002169197,4.37900069444444,NA,4.37900069444444,4.37900069444444,NA,NA,4.57809110629067,4.57809110629067,45,16.2137246240421,16.2137246240421,83.8567237446019,270.477598387688,503.415534675697
"295","IFN3",49,2135,"N",NA,"49_2135_N_N",253000,4616000,"natural",0,258,NA,NA,14.1471060526129,NA,14.1471060526129,14.1471060526129,NA,NA,0,0,0,0,0,0,14.1471060526129,0,0,32.75,32.75,32.75,1.19173611111111,NA,1.19173611111111,1.19173611111111,NA,NA,15,15,65,45.8015267175573,45.8015267175573,21.8216727579177,177.245385090552,329.89083323738
"296","IFN3",49,2136,"N",NA,"49_2136_N_N",738000,4616000,"natural",0,258,NA,NA,61.6813823893923,NA,61.6813823893923,61.6813823893923,NA,NA,0,0,0,0,14.1471060526129,14.1471060526129,14.1471060526129,14.1471060526129,5.09295817894065,35.0266055045872,36.2411792495015,35.0266055045872,6.36280511111111,NA,6.36280511111111,6.36280511111111,NA,NA,20.4311926605505,20.4311926605505,35,58.3304958223107,58.3304958223107,111.938661433745,62.320256431362,115.991066911029
"297","IFN3",49,2137,"N",NA,"49_2137_N_N",259000,4615000,"natural",0,45,NA,NA,5.09295817894065,NA,5.09295817894065,5.09295817894065,NA,NA,0,0,0,0,0,0,0,0,5.09295817894065,53.05,53.05,53.05,1.125721,NA,1.125721,1.125721,NA,NA,9.5,9.5,15,17.9076343072573,17.9076343072573,17.0371302711041,466.435223922504,868.133771677317
"300","IFN3",49,214,"A",NA,"49_214_A_4",717000,4656000,"natural",0,43,NA,NA,792.237938946323,NA,792.237938946323,792.237938946323,NA,NA,127.323954473516,636.619772367581,0,0,14.1471060526129,14.1471060526129,0,0,0,8.78928571428571,9.38446189187212,11.7727272727273,5.47979444444444,NA,5.47979444444444,5.47979444444444,NA,NA,7.40357142857143,8.56363636363636,0,84.2340511986997,72.7413127413127,164.391352778364,41.4871846471349,77.2163512461795
"302","IFN3",49,2141,"N",NA,"49_2141_N_N",737000,4611000,"natural",0,46,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,31.8309886183791,0,0,0,0,0,0,13.45,13.45,13.45,0.45225625,NA,0.45225625,0.45225625,NA,NA,3.5,3.5,60,26.0223048327138,26.0223048327138,11.7694367620083,506.415385973005,942.545237821087
"304","IFN3",49,2143,"N",NA,"49_2143_N_N",736000,4604000,"natural",0,43,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,0,31.8309886183791,0,0,0,0,0,17.8,17.8,17.8,0.7921,NA,0.7921,0.7921,NA,NA,10,10,50,56.1797752808989,56.1797752808989,18.4535751205898,177.245385090552,329.89083323738
"307","IFN3",49,2146,"N",NA,"49_2146_N_N",288000,4604000,"natural",0,45,NA,NA,79.3652649551585,NA,79.3652649551585,79.3652649551585,NA,NA,0,0,0,31.8309886183791,28.2942121052258,14.1471060526129,0,0,5.09295817894065,24.5995543672014,25.2496367845957,24.5995543672014,3.97402525,NA,3.97402525,3.97402525,NA,NA,4.77450980392157,4.77450980392157,60,19.4089280344339,19.4089280344339,80.6410638448765,235.101811429758,437.573776200476
"308","IFN3",49,2147,"N",NA,"49_2147_N_N",277000,4600000,"plantation",0,258,NA,NA,159.154943091895,NA,159.154943091895,159.154943091895,NA,NA,0,0,159.154943091895,0,0,0,0,0,0,14.82,14.8461442805868,15.1625,2.7551,NA,2.7551,2.7551,NA,NA,9.9,10,50,66.8016194331984,65.9521846661171,68.9550962665716,79.2665459521202,147.531665654566
"310","IFN3",49,2149,"N",NA,"49_2149_N_N",284000,4598000,"natural",0,51,58,55,531.365303336141,NA,531.365303336141,271.765907270694,40.7436654315252,208.669814276041,0,127.323954473516,95.4929658551372,31.8309886183791,28.2942121052258,84.8826363156775,14.1471060526129,42.4413181578388,106.952121757754,28.1355963791267,33.8044685308283,58.97,47.6904366666667,NA,47.6904366666667,18.7768259166667,12.748772,12.42849375,15.5403354632588,28.2,60,55.2337162285562,47.8209258945226,862.388445880089,15.3834695167428,28.6318629642597
"311","IFN3",49,215,"A",NA,"49_215_A_1",718000,4656000,"natural",0,43,NA,NA,891.267681314614,NA,891.267681314614,891.267681314614,NA,NA,0,891.267681314614,0,0,0,0,0,0,0,9.72857142857143,9.75031135034012,10.55,6.6548,NA,6.6548,6.6548,NA,NA,6.42857142857143,5.8,60,66.079295154185,54.9763033175355,196.647808780773,57.752119456093,107.48880597857
"312","IFN3",49,2150,"N",NA,"49_2150_N_N",295000,4599000,"plantation",0,258,NA,NA,413.802852038928,NA,413.802852038928,413.802852038928,NA,NA,0,127.323954473516,222.816920328653,63.6619772367581,0,0,0,0,0,15.5115384615385,15.7048681820442,18.175,8.01589375,NA,8.01589375,8.01589375,NA,NA,11.3076923076923,12.75,70,72.8985866600545,70.1513067400275,196.216177078644,38.5560979959786,71.7609842861487
"313","IFN3",49,2151,"N",NA,"49_2151_N_N",299000,4599000,"natural",1,58,NA,NA,777.666419712132,763.519313659519,14.1471060526129,777.666419712132,NA,NA,0,254.647908947033,190.985931710274,95.4929658551372,113.176848420903,70.7355302630646,42.4413181578388,0,10.1859163578813,18.4408222666909,20.2342953473669,35.4529569892473,25.0068735,24.4418707222222,0.565002777777778,25.0068735,NA,NA,14.800709477897,18.189247311828,80,80.2605722448239,51.3053038632142,553.823026231446,19.7146285591784,36.693058265129
"314","IFN3",49,2151,"N",NA,"49_2151_R_1",299000,4599000,"natural",0,58,NA,NA,629.121806159696,NA,629.121806159696,629.121806159696,NA,NA,0,254.647908947033,95.4929658551372,127.323954473516,99.0297423682904,42.4413181578388,0,0,10.1859163578813,17.0078817180121,18.5448270708067,35.4529569892473,16.9930054166667,NA,16.9930054166667,16.9930054166667,NA,NA,11.1953676635934,18.189247311828,80,65.8245856198366,51.3053038632142,389.527926725869,21.9188569725783,40.7955896092906
"315","IFN3",49,2152,"N",NA,"49_2152_N_N",728000,4594000,"other",0,45,NA,NA,5.09295817894065,NA,5.09295817894065,5.09295817894065,NA,NA,0,0,0,0,0,0,0,0,5.09295817894065,46.75,46.75,46.75,0.874225,NA,0.874225,0.874225,NA,NA,5,5,60,10.6951871657754,10.6951871657754,13.9083588836789,886.226925452758,1649.4541661869
"316","IFN3",49,2153,"N",NA,"49_2153_N_N",727000,4590000,"other",0,45,NA,NA,28.2942121052258,NA,28.2942121052258,28.2942121052258,NA,NA,0,0,0,0,28.2942121052258,0,0,0,0,23.7,23.7075937201564,23.7,1.249,NA,1.249,1.249,NA,NA,6.25,6.25,20,26.3713080168776,26.3713080168776,25.983538261942,300.79539295572,559.843308560237
"317","IFN3",49,2154,"N",NA,"49_2154_N_N",729000,4588000,"other",0,45,NA,NA,45.978094670992,NA,45.978094670992,45.978094670992,NA,NA,0,0,0,31.8309886183791,14.1471060526129,0,0,0,0,20.9230769230769,20.9907855242027,20.9230769230769,1.59110277777778,NA,1.59110277777778,1.59110277777778,NA,NA,5.46153846153846,5.46153846153846,50,26.1029411764706,26.1029411764706,34.7306815262211,270.028446880286,502.579569525175
"318","IFN3",49,2155,"N",NA,"49_2155_N_N",733000,4588000,"other",0,45,NA,NA,346.604098289017,NA,346.604098289017,346.604098289017,NA,NA,0,254.647908947033,63.6619772367581,0,14.1471060526129,14.1471060526129,0,0,0,13.715306122449,14.4637054557331,15.5241935483871,5.69485555555555,NA,5.69485555555555,5.69485555555555,NA,NA,4.97959183673469,5.25806451612903,50,36.306822409047,33.8701298701299,144.008686105596,102.154438887241,190.130834414629
"319","IFN3",49,2156,"N",NA,"49_2156_N_N",729000,4586000,"other",0,45,NA,NA,102.142105699865,NA,102.142105699865,102.142105699865,NA,NA,0,0,0,63.6619772367581,0,14.1471060526129,0,14.1471060526129,10.1859163578813,27.2654432132964,29.3756127418854,27.2654432132964,6.92258913888889,NA,6.92258913888889,6.92258913888889,NA,NA,5.58240997229917,5.58240997229917,50,20.4743048870624,20.4743048870624,132.321410706498,177.245765604723,329.891541454054
"320","IFN3",49,2157,"N",NA,"49_2157_N_N",730000,4584000,"other",0,45,NA,NA,33.3871702841665,NA,33.3871702841665,33.3871702841665,NA,NA,0,0,0,0,14.1471060526129,0,14.1471060526129,0,5.09295817894065,32.0025423728814,32.8641857253429,32.0025423728814,2.83214344444444,NA,2.83214344444444,2.83214344444444,NA,NA,5.78813559322034,5.78813559322034,40,18.086486772767,18.086486772767,51.7876393171661,299.000212888204,556.502101972651
"321","IFN3",49,2158,"N",NA,"49_2158_N_N",725000,4582000,"other",0,43,NA,NA,24.3330224104942,NA,24.3330224104942,24.3330224104942,NA,NA,0,0,0,0,0,0,14.1471060526129,0,10.1859163578813,42.1139534883721,42.5094503856851,42.1139534883721,3.45347977777778,NA,3.45347977777778,3.45347977777778,NA,NA,11.3953488372093,11.3953488372093,50,27.0583687669115,27.0583687669115,57.0455213375741,177.899344354213,331.107988574217
"322","IFN3",49,2159,"N",NA,"49_2159_N_N",261000,4597000,"other",0,45,NA,NA,30.5577490736439,NA,30.5577490736439,30.5577490736439,NA,NA,0,0,0,0,0,0,0,0,30.5577490736439,52.1583333333333,52.4431160083634,52.1583333333333,6.600673,NA,6.600673,6.600673,NA,NA,7.25,7.25,40,13.8999840230069,13.8999840230069,100.352378421302,249.51767398561,464.404719685724
"323","IFN3",49,216,"A",NA,"49_216_A_1",719000,4656000,"natural",0,43,NA,NA,396.118969473162,NA,396.118969473162,396.118969473162,NA,NA,0,159.154943091895,222.816920328653,0,14.1471060526129,0,0,0,0,13.7397321428571,13.9908890953567,16.3693548387097,6.08984375,NA,6.08984375,6.08984375,NA,NA,8.35535714285714,9.48709677419355,40,60.8116450596224,57.9564489112228,156.031992922627,52.9607161418167,98.5709995662032
"324","IFN3",49,2160,"N",NA,"49_2160_N_N",744000,4593000,"other",0,45,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,0,31.8309886183791,0,0,0,0,0,18.1,18.1,18.1,0.819025,NA,0.819025,0.819025,NA,NA,5,5,60,27.6243093922652,27.6243093922652,18.9552940546672,354.490770181103,659.781666474761
"325","IFN3",49,2161,"N",NA,"49_2161_N_N",253000,4591000,"other",0,45,NA,NA,10.1859163578813,NA,10.1859163578813,10.1859163578813,NA,NA,0,0,0,0,0,0,0,0,10.1859163578813,71.3,71.3006311332515,71.3,4.067024,NA,4.067024,4.067024,NA,NA,6.5,6.5,25,9.1164095371669,9.1164095371669,54.7672906950606,482.0438989675,897.184789359354
"327","IFN3",49,2163,"N",NA,"49_2163_N_N",257000,4587000,"other",0,45,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,0,31.8309886183791,0,0,0,0,0,18.75,18.75,18.75,0.87890625,NA,0.87890625,0.87890625,NA,NA,5.5,5.5,55,29.3333333333333,29.3333333333333,20.0596547968453,322.264336528276,599.801514977055
"328","IFN3",49,2164,"N",NA,"49_2164_N_N",257000,4585000,"plantation",0,26,NA,NA,1336.90152197192,NA,1336.90152197192,1336.90152197192,NA,NA,0,254.647908947033,286.478897565412,541.126806512444,226.353696841807,28.2942121052258,0,0,0,18.0965608465608,18.7950942743863,26.34375,37.0918347222222,NA,37.0918347222222,37.0918347222222,NA,NA,7.8452380952381,9.375,10,43.3520941451648,35.5871886120997,845.759996827976,29.1728604637793,54.2968114030012
"329","IFN3",49,2165,"N",NA,"49_2165_N_N",739000,4585000,"other",0,43,NA,NA,332.456992236404,NA,332.456992236404,332.456992236404,NA,NA,0,254.647908947033,31.8309886183791,31.8309886183791,14.1471060526129,0,0,0,0,13.0297872340426,13.4241941792311,14.6,4.70545694444444,NA,4.70545694444444,4.70545694444444,NA,NA,6.69148936170213,6.81034482758621,25,51.3553233180928,46.6461974492206,122.546908442992,80.5310130156118,149.885104041486
"330","IFN3",49,2166,"N",NA,"49_2166_N_N",737000,4581000,"other",0,43,NA,NA,300.626003618025,NA,300.626003618025,300.626003618025,NA,NA,0,254.647908947033,0,31.8309886183791,14.1471060526129,0,0,0,0,11.03,12.1382780540589,13.5867346938775,3.47880902777778,NA,3.47880902777778,3.47880902777778,NA,NA,5.90588235294118,7.30612244897959,10,53.5438109967468,53.7739391663537,94.2768244956733,78.940483414648,146.92479489108
"333","IFN3",49,2169,"N",NA,"49_2169_N_N",282000,4597000,"natural",0,58,NA,NA,333.164347539034,NA,333.164347539034,333.164347539034,NA,NA,0,0,127.323954473516,95.4929658551372,56.5884242104517,0,14.1471060526129,14.1471060526129,25.4647908947033,21.6088322717622,23.9490675057486,33.3958974358974,15.0080966666667,NA,15.0080966666667,15.0080966666667,NA,NA,12.6184713375796,17.1846153846154,70,58.3949709955825,51.4572648260189,310.97324306058,31.8809257030598,59.3370887438809
"337","IFN3",49,2173,"N",NA,"49_2173_N_N",287000,4590000,"natural",0,45,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,0,31.8309886183791,0,0,0,0,0,19.7,19.7,19.7,0.970225,NA,0.970225,0.970225,NA,NA,4,4,15,20.3045685279188,20.3045685279188,21.7157436560997,443.113462726379,824.727083093451
"338","IFN3",49,2174,"N",NA,"49_2174_N_N",263000,4585000,"other",0,45,NA,NA,5.09295817894065,NA,5.09295817894065,5.09295817894065,NA,NA,0,0,0,0,0,0,0,0,5.09295817894065,43.6,43.6,43.6,0.760384,NA,0.760384,0.760384,NA,NA,4.5,4.5,45,10.3211009174312,10.3211009174312,12.4351838720006,984.696583836398,1832.72685131878
"339","IFN3",49,2175,"N",NA,"49_2175_N_N",263000,4583000,"other",0,45,NA,NA,45.8366236104659,NA,45.8366236104659,45.8366236104659,NA,NA,0,0,0,0,0,0,0,0,45.8366236104659,54.8722222222222,55.5351915455416,54.8722222222222,11.102967,NA,11.102967,11.102967,NA,NA,7.11111111111111,7.11111111111111,45,12.959400627721,12.959400627721,165.025472711708,207.70943565299,386.590820200055
"341","IFN3",49,2177,"N",NA,"49_2177_N_N",293000,4597000,"natural",0,58,257,NA,512.691123346692,NA,512.691123346692,483.265142757257,29.4259805894349,NA,0,31.8309886183791,95.4929658551372,127.323954473516,42.4413181578388,70.7355302630646,84.8826363156775,14.1471060526129,45.8366236104659,25.8125689845475,27.9756526638825,42.2596685082873,31.5141889166667,NA,31.5141889166667,27.2896534722222,4.22453544444444,NA,12.7632450331126,15.8895027624309,70,49.4458534551645,37.5996862334946,614.107426023674,27.7946874038191,51.7317423104359
"342","IFN3",49,2178,"N",NA,"49_2178_N_N",300000,4597000,"natural",0,257,58,NA,89.9755944946182,NA,89.9755944946182,70.7355302630646,19.2400642315536,NA,0,0,0,0,28.2942121052258,28.2942121052258,28.2942121052258,0,5.09295817894065,30.4987421383648,31.0427135233549,31.5163212435233,6.80979377777778,NA,6.80979377777778,4.58865277777778,2.221141,NA,15,14.9932642487047,60,49.1823562163611,47.5730150510057,127.358018236738,70.3139413350711,130.868990938074
"343","IFN3",49,2178,"N",NA,"49_2178_R_1",300000,4597000,"natural",0,257,NA,NA,319.866067849578,NA,319.866067849578,319.866067849578,NA,NA,0,0,127.323954473516,159.154943091895,14.1471060526129,14.1471060526129,0,0,5.09295817894065,19.0467271118974,19.7731554057884,31.5163212435233,9.82222802777778,NA,9.82222802777778,9.82222802777778,NA,NA,11.3875718708536,14.9932642487047,60,59.7875519712804,47.5730150510057,219.521168120891,37.2923472003149,69.4088790238712
"344","IFN3",49,2179,"N",NA,"49_2179_N_N",304000,4596000,"natural",0,51,NA,NA,31.8309886183791,NA,31.8309886183791,31.8309886183791,NA,NA,0,0,31.8309886183791,0,0,0,0,0,0,12.85,12.85,12.85,0.41280625,NA,0.41280625,0.41280625,NA,NA,14.5,14.5,70,112.84046692607,112.84046692607,10.9382018462817,122.238196614174,227.510919474055
"345","IFN3",49,218,"A",NA,"49_218_A_1",728000,4656000,"natural",0,43,NA,NA,159.154943091895,NA,159.154943091895,159.154943091895,NA,NA,0,127.323954473516,31.8309886183791,0,0,0,0,0,0,8.64,8.88684420927924,8.64,0.9872,NA,0.9872,0.9872,NA,NA,5.3,5.3,40,61.3425925925926,61.3425925925926,30.2598145792566,149.559520664378,278.361633310502
"346","IFN3",49,2180,"N",NA,"49_2180_N_N",300000,4594000,"natural",1,51,56,55,900.18035812776,849.109305277827,51.0710528499326,389.328358567908,268.795014999645,236.964026381266,0,381.971863420549,254.647908947033,109.64007190775,28.2942121052258,28.2942121052258,42.4413181578388,14.1471060526129,40.7436654315252,16.9712242652837,20.1002344072908,41.5233502538071,28.5641732222222,26.6331672222222,1.931006,17.6233011111111,5.86438125,3.27015486111111,11.7931007386453,19.6170212765957,40,69.4888038382078,47.2433489992709,634.269195512517,16.9903439467015,31.6225932692326
