Origen,Provincia,Estadillo,Clase,Subclase,Hoja50,CoorX,CoorY,INE,Nivel1,Nivel2,Nivel3,Nivel4,Nivel5,Nivel6,FccTot,FccArb,DisEsp,ComEsp,JefeEq,Estado
34,34,22,A,NA,105,345000,4747000,199,1,NA,NA,NA,NA,NA,NA,60,1,2,24,X
34,34,23,A,NA,105,345000,4746000,199,1,NA,NA,NA,NA,NA,NA,,1,2,24,X
34,34,24,A,NA,105,346000,4746000,199,1,NA,NA,NA,NA,NA,NA,60,1,2,24,X
34,34,25,A,NA,105,348000,4746000,199,1,NA,NA,NA,NA,NA,NA,15,1,2,24,X
34,34,26,A,NA,106,372000,4762000,166,1,NA,NA,NA,NA,NA,NA,90,1,1,24,X
34,34,27,A,NA,106,374000,4762000,166,1,NA,NA,NA,NA,NA,NA,75,1,2,24,X
34,34,28,A,NA,106,376000,4762000,166,1,NA,NA,NA,NA,NA,NA,60,1,2,24,X
34,34,29,A,NA,106,373000,4761000,166,1,NA,NA,NA,NA,NA,NA,80,1,3,24,X
34,34,30,A,NA,106,374000,4761000,166,1,NA,NA,NA,NA,NA,NA,80,1,1,24,X
34,34,31,A,NA,106,375000,4761000,166,1,NA,NA,NA,NA,NA,NA,90,1,2,24,X
34,34,32,A,NA,106,373000,4760000,166,1,NA,NA,NA,NA,NA,NA,75,1,2,24,X
34,34,34,A,NA,106,374000,4759000,166,1,NA,NA,NA,NA,NA,NA,85,1,2,23,X
34,34,35,A,NA,106,375000,4759000,166,1,NA,NA,NA,NA,NA,NA,75,1,2,23,X
